region_id,annual_mean_temperature,annual_temperature_range,annual_precipitation,climate_station_ids,climate_station_names,climate_station_distances_km,climate_station_weights,climate_interpolation_method,annual_mean_temperature_source_type,annual_temperature_range_source_type,annual_precipitation_source_type,climate_source_period,climate_source_name,monthly_normals_file,annual_normals_file
27720,12.402,26.861,1063.715,"[""278"", ""279"", ""281""]","[""의성"", ""구미"", ""영천""]","[26.056, 30.11, 31.14]","[0.408331, 0.305787, 0.285882]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28125,12.502,27.105,1207.014,"[""112"", ""512"", ""433""]","[""인천"", ""인천연수"", ""부천""]","[0.521, 9.293, 12.888]","[0.995243, 0.00313, 0.001627]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28155,12.364,27.571,1180.02,"[""112"", ""512"", ""201""]","[""인천"", ""인천연수"", ""강화""]","[17.426, 21.663, 27.807]","[0.490254, 0.317219, 0.192527]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28177,12.741,27.615,1161.913,"[""112"", ""512"", ""433""]","[""인천"", ""인천연수"", ""부천""]","[5.51, 6.201, 9.367]","[0.468303, 0.369658, 0.162039]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28185,12.799,28.085,1087.899,"[""512"", ""112"", ""433""]","[""인천연수"", ""인천"", ""부천""]","[1.28, 10.628, 15.813]","[0.979393, 0.014194, 0.006412]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28200,12.94,27.824,1164.381,"[""433"", ""512"", ""112""]","[""부천"", ""인천연수"", ""인천""]","[6.99, 7.734, 9.378]","[0.421497, 0.344319, 0.234184]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28237,13.137,27.921,1211.731,"[""433"", ""112"", ""423""]","[""부천"", ""인천"", ""구로""]","[3.659, 8.841, 9.114]","[0.75049, 0.128556, 0.120954]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28245,12.815,28.388,1196.178,"[""433"", ""441"", ""404""]","[""부천"", ""김포"", ""강서""]","[5.735, 7.638, 9.458]","[0.517702, 0.291934, 0.190365]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28275,12.626,27.297,1196.91,"[""112"", ""433"", ""512""]","[""인천"", ""부천"", ""인천연수""]","[4.11, 10.274, 12.642]","[0.790077, 0.126427, 0.083495]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28290,12.351,28.457,1181.082,"[""441"", ""433"", ""112""]","[""김포"", ""부천"", ""인천""]","[8.534, 13.318, 13.345]","[0.549604, 0.225649, 0.224747]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28710,11.321,27.905,1264.367,"[""201"", ""112"", ""441""]","[""강화"", ""인천"", ""김포""]","[2.97, 27.144, 28.216]","[0.977467, 0.011703, 0.01083]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
28720,12.427,27.908,1132.057,"[""512"", ""112"", ""545""]","[""인천연수"", ""인천"", ""안산""]","[29.843, 33.044, 41.24]","[0.427474, 0.34867, 0.223855]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
30110,12.879,27.037,1343.223,"[""133"", ""238"", ""226""]","[""대전"", ""금산"", ""보은""]","[8.041, 25.649, 30.659]","[0.856841, 0.084218, 0.058942]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
30140,12.928,27.03,1344.757,"[""133"", ""238"", ""226""]","[""대전"", ""금산"", ""보은""]","[7.113, 24.727, 33.341]","[0.886311, 0.073346, 0.040343]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
30170,13.092,27.006,1350.181,"[""133"", ""238"", ""131""]","[""대전"", ""금산"", ""청주""]","[2.344, 28.879, 32.476]","[0.98834, 0.006511, 0.005149]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
30200,13.096,27.004,1350.539,"[""133"", ""131"", ""238""]","[""대전"", ""청주"", ""금산""]","[1.878, 30.444, 32.153]","[0.992836, 0.003778, 0.003387]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
30230,13.03,27.033,1345.192,"[""133"", ""226"", ""131""]","[""대전"", ""보은"", ""청주""]","[5.862, 29.435, 29.589]","[0.926871, 0.036756, 0.036373]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
31110,14.394,23.627,1292.12,"[""152"", ""283"", ""257""]","[""울산"", ""경주시"", ""양산시""]","[2.97, 30.796, 38.989]","[0.985117, 0.009165, 0.005718]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
31140,14.387,23.665,1292.029,"[""152"", ""283"", ""257""]","[""울산"", ""경주시"", ""양산시""]","[4.876, 33.168, 38.175]","[0.963459, 0.020822, 0.015719]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
31170,14.356,23.873,1292.876,"[""152"", ""283"", ""257""]","[""울산"", ""경주시"", ""양산시""]","[12.68, 41.02, 42.843]","[0.845211, 0.080758, 0.074031]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
31200,14.389,23.637,1291.24,"[""152"", ""283"", ""257""]","[""울산"", ""경주시"", ""양산시""]","[3.407, 28.359, 45.142]","[0.98027, 0.014147, 0.005583]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
31710,14.316,24.11,1292.481,"[""152"", ""283"", ""257""]","[""울산"", ""경주시"", ""양산시""]","[13.674, 29.511, 31.199]","[0.710853, 0.152607, 0.136541]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
36110,12.885,27.357,1284.624,"[""133"", ""131"", ""232""]","[""대전"", ""청주"", ""천안""]","[18.225, 21.175, 28.021]","[0.462143, 0.342353, 0.195504]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41110,12.482,28.066,1320.056,"[""119"", ""445"", ""438""]","[""수원"", ""의왕"", ""군포""]","[2.737, 8.185, 11.418]","[0.855278, 0.095595, 0.049128]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41130,13.769,27.956,1304.141,"[""403"", ""400"", ""401""]","[""송파"", ""강남"", ""서초""]","[9.116, 12.071, 12.846]","[0.482189, 0.274981, 0.24283]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41150,11.768,28.681,1456.557,"[""532"", ""406"", ""424""]","[""의정부"", ""도봉"", ""강북""]","[1.795, 8.411, 11.873]","[0.935984, 0.042625, 0.021391]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41170,13.088,27.796,1296.477,"[""434"", ""438"", ""445""]","[""안양"", ""군포"", ""의왕""]","[0.7, 3.468, 5.293]","[0.944894, 0.038556, 0.01655]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41190,13.272,28.022,1210.27,"[""433"", ""423"", ""437""]","[""부천"", ""구로"", ""광명""]","[1.219, 4.474, 8.239]","[0.912294, 0.067734, 0.019972]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41210,13.462,27.53,1275.521,"[""417"", ""437"", ""410""]","[""금천"", ""광명"", ""기상청""]","[3.203, 4.319, 6.636]","[0.560829, 0.30848, 0.130691]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41220,12.42,28.275,1223.747,"[""516"", ""119"", ""232""]","[""안성"", ""수원"", ""천안""]","[16.965, 30.375, 33.815]","[0.639538, 0.19949, 0.160972]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41250,11.5,28.7,1417.096,"[""98"", ""504"", ""532""]","[""동두천"", ""포천"", ""의정부""]","[0.123, 11.038, 18.493]","[0.999833, 0.000123, 4.4e-05]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41270,11.735,28.675,1130.296,"[""545"", ""438"", ""445""]","[""안산"", ""군포"", ""의왕""]","[3.154, 11.154, 13.052]","[0.878491, 0.070225, 0.051284]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41280,12.11,28.915,1173.383,"[""441"", ""540"", ""404""]","[""김포"", ""고양"", ""강서""]","[6.302, 9.225, 10.107]","[0.538919, 0.251524, 0.209557]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41290,12.823,28.02,1376.503,"[""425"", ""434"", ""401""]","[""남현"", ""안양"", ""서초""]","[3.607, 5.922, 5.973]","[0.576217, 0.213703, 0.210081]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41310,12.158,28.715,1356.206,"[""541"", ""407"", ""409""]","[""남양주"", ""노원"", ""중랑""]","[3.623, 4.7, 5.019]","[0.472741, 0.280959, 0.2463]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41360,11.924,28.814,1312.301,"[""541"", ""402"", ""444""]","[""남양주"", ""강동"", ""하남""]","[5.208, 10.182, 10.414]","[0.661513, 0.173056, 0.165431]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41370,12.204,28.204,1279.714,"[""119"", ""445"", ""545""]","[""수원"", ""의왕"", ""안산""]","[12.859, 21.05, 23.343]","[0.596435, 0.22258, 0.180985]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41390,12.695,28.194,1108.728,"[""512"", ""433"", ""545""]","[""인천연수"", ""부천"", ""안산""]","[6.885, 13.65, 14.176]","[0.671027, 0.1707, 0.158272]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41410,13.278,27.607,1327.132,"[""438"", ""445"", ""434""]","[""군포"", ""의왕"", ""안양""]","[0.422, 3.494, 4.548]","[0.977364, 0.014236, 0.0084]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41430,12.67,27.835,1309.533,"[""445"", ""434"", ""438""]","[""의왕"", ""안양"", ""군포""]","[4.851, 4.886, 6.535]","[0.394192, 0.388549, 0.217259]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41450,12.622,28.396,1118.77,"[""444"", ""402"", ""403""]","[""하남"", ""강동"", ""송파""]","[1.217, 7.034, 11.737]","[0.96093, 0.028746, 0.010324]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41460,12.487,27.98,1319.956,"[""119"", ""445"", ""438""]","[""수원"", ""의왕"", ""군포""]","[12.029, 17.073, 20.574]","[0.54397, 0.270062, 0.185969]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41480,11.445,29.291,1228.011,"[""99"", ""441"", ""540""]","[""파주"", ""김포"", ""고양""]","[14.386, 18.928, 22.689]","[0.505126, 0.291801, 0.203073]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41500,11.689,28.197,1299.759,"[""203"", ""548"", ""546""]","[""이천"", ""여주"", ""경기광주""]","[7.834, 21.408, 24.818]","[0.810686, 0.108544, 0.080771]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41550,12.487,28.486,1196.289,"[""516"", ""232"", ""203""]","[""안성"", ""천안"", ""이천""]","[3.184, 30.052, 32.647]","[0.979682, 0.010998, 0.009319]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41570,12.074,29.038,1169.225,"[""441"", ""404"", ""433""]","[""김포"", ""강서"", ""부천""]","[3.363, 10.18, 12.904]","[0.849561, 0.092729, 0.05771]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41590,12.229,28.22,1277.234,"[""119"", ""545"", ""445""]","[""수원"", ""안산"", ""의왕""]","[8.12, 14.801, 16.295]","[0.645483, 0.194256, 0.160262]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41610,11.857,28.453,1298.512,"[""546"", ""403"", ""444""]","[""경기광주"", ""송파"", ""하남""]","[3.418, 14.067, 15.34]","[0.901982, 0.053245, 0.044774]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41630,11.838,28.622,1452.047,"[""532"", ""406"", ""98""]","[""의정부"", ""도봉"", ""동두천""]","[9.568, 13.63, 14.967]","[0.525932, 0.259158, 0.214909]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41650,11.185,29.458,1380.295,"[""504"", ""98"", ""505""]","[""포천"", ""동두천"", ""가평조종""]","[9.893, 16.059, 16.953]","[0.581407, 0.220627, 0.197966]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41670,11.61,28.649,1187.709,"[""548"", ""203"", ""202""]","[""여주"", ""이천"", ""양평""]","[3.501, 11.521, 28.923]","[0.903339, 0.083424, 0.013237]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41800,11.202,29.217,1389.963,"[""98"", ""504"", ""95""]","[""동두천"", ""포천"", ""철원""]","[16.219, 22.496, 24.315]","[0.508967, 0.264568, 0.226465]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41820,10.582,29.339,1368.122,"[""505"", ""101"", ""504""]","[""가평조종"", ""춘천"", ""포천""]","[13.282, 26.485, 28.587]","[0.681506, 0.171386, 0.147108]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
41830,11.722,28.592,1374.976,"[""202"", ""546"", ""444""]","[""양평"", ""경기광주"", ""하남""]","[4.032, 23.546, 25.398]","[0.948293, 0.027807, 0.023899]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43110,13.038,27.689,1233.21,"[""131"", ""232"", ""226""]","[""청주"", ""천안"", ""보은""]","[3.694, 21.62, 28.245]","[0.955745, 0.027906, 0.016349]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43130,11.684,28.403,1216.953,"[""127"", ""221"", ""114""]","[""충주"", ""제천"", ""원주""]","[3.552, 30.337, 38.407]","[0.978221, 0.013411, 0.008368]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43150,10.346,28.582,1353.274,"[""221"", ""121"", ""127""]","[""제천"", ""영월"", ""충주""]","[3.776, 25.709, 26.462]","[0.959755, 0.020703, 0.019542]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43720,11.271,27.19,1301.266,"[""226"", ""137"", ""131""]","[""보은"", ""상주"", ""청주""]","[5.019, 34.471, 34.786]","[0.959674, 0.020346, 0.019979]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43730,12.144,27.144,1319.742,"[""133"", ""226"", ""238""]","[""대전"", ""보은"", ""금산""]","[20.369, 23.134, 25.252]","[0.412216, 0.319577, 0.268206]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43740,11.7,26.473,1237.411,"[""135"", ""238"", ""226""]","[""추풍령"", ""금산"", ""보은""]","[19.049, 28.725, 35.452]","[0.578546, 0.254422, 0.167032]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43745,12.421,27.582,1240.544,"[""131"", ""232"", ""226""]","[""청주"", ""천안"", ""보은""]","[20.776, 26.181, 35.725]","[0.508151, 0.319995, 0.171854]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43750,12.395,27.852,1216.028,"[""232"", ""516"", ""131""]","[""천안"", ""안성"", ""청주""]","[16.765, 23.638, 24.05]","[0.502763, 0.252924, 0.244314]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43760,11.628,27.514,1255.381,"[""127"", ""226"", ""273""]","[""충주"", ""보은"", ""문경""]","[23.333, 34.427, 34.429]","[0.521204, 0.239414, 0.239382]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43770,11.924,28.524,1195.429,"[""127"", ""516"", ""548""]","[""충주"", ""안성"", ""여주""]","[30.038, 32.545, 33.147]","[0.374091, 0.318693, 0.307216]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
43800,11.211,27.373,1303.351,"[""272"", ""121"", ""221""]","[""영주"", ""영월"", ""제천""]","[18.113, 23.124, 24.889]","[0.466617, 0.286273, 0.24711]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44130,12.246,27.818,1214.883,"[""232"", ""516"", ""131""]","[""천안"", ""안성"", ""청주""]","[13.741, 23.181, 32.13]","[0.651761, 0.229021, 0.119218]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44150,12.863,27.217,1317.614,"[""133"", ""236"", ""131""]","[""대전"", ""부여"", ""청주""]","[23.877, 27.483, 34.692]","[0.448727, 0.338702, 0.212572]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44180,12.7,25.906,1192.211,"[""235"", ""236"", ""140""]","[""보령"", ""부여"", ""군산""]","[2.434, 35.503, 42.13]","[0.992025, 0.004664, 0.003312]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44200,12.364,27.901,1213.814,"[""232"", ""516"", ""131""]","[""천안"", ""안성"", ""청주""]","[26.088, 32.864, 42.412]","[0.497879, 0.313741, 0.18838]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44210,12.102,26.901,1253.042,"[""129"", ""235"", ""545""]","[""서산"", ""보령"", ""안산""]","[3.835, 51.107, 65.591]","[0.99103, 0.005582, 0.003389]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44230,12.447,27.171,1324.524,"[""236"", ""133"", ""238""]","[""부여"", ""대전"", ""금산""]","[21.271, 30.379, 32.75]","[0.52299, 0.25639, 0.22062]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44250,12.748,27.088,1335.867,"[""133"", ""236"", ""238""]","[""대전"", ""부여"", ""금산""]","[15.171, 28.91, 29.176]","[0.646926, 0.178154, 0.17492]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44270,12.074,27.328,1239.674,"[""129"", ""545"", ""119""]","[""서산"", ""안산"", ""수원""]","[20.501, 45.453, 50.259]","[0.730023, 0.14851, 0.121468]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44710,11.801,27.299,1288.621,"[""238"", ""133"", ""135""]","[""금산"", ""대전"", ""추풍령""]","[0.978, 31.096, 46.808]","[0.998575, 0.000989, 0.000436]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44760,12.404,27.19,1325.697,"[""236"", ""235"", ""140""]","[""부여"", ""보령"", ""군산""]","[2.081, 31.28, 33.439]","[0.991769, 0.00439, 0.003841]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44770,12.889,26.127,1248.038,"[""140"", ""235"", ""236""]","[""군산"", ""보령"", ""부여""]","[12.213, 28.737, 30.906]","[0.748073, 0.135111, 0.116816]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
44790,12.554,26.818,1291.443,"[""236"", ""235"", ""133""]","[""부여"", ""보령"", ""대전""]","[19.164, 28.602, 47.431]","[0.62028, 0.278459, 0.10126]",nearest_3_inverse_distance_squared,proxy,proxy,proxy,1991-2020,KMA climate normals fileset,kma_climate_normals_1991_2020_monthly.xlsx,kma_climate_normals_1991_2020_annual.xlsx
